aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
380;388;DXB;;ARR,EXP;N;False;A;EK149;149;;;143526935466054908;True;EK149;EK;UAE;4913.0;;J;4.0;2025-10-29 18:41:38+00:00;2025-10-29 20:39:23.095000+00:00;2025-10-29 18:41:38+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:38:06.439000+00:00;;
737;73H;NCL;VS7095,6E3364;ARR,EXP;N;False;A;KL0960;960;;;143526937019503146;True;KL0960;KL;KLM;100.0;;J;2.0;2025-10-29 18:47:37+00:00;2025-10-29 21:29:34.180000+00:00;2025-10-29 18:47:49+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:29:34.718000+00:00;;
737;73H;BHX;VS6938;ARR;N;False;A;KL1048;1048;;;143526937019579678;True;KL1048;KL;KLM;100.0;;J;2.0;2025-10-29 18:51:40+00:00;2025-10-29 21:31:29.128000+00:00;2025-10-29 18:51:10+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:31:29.730000+00:00;;
EMJ;E7W;ORK;DL9513;ARR;E;False;A;KL1130;1130;;;143526937019582326;True;KL1130;KL;KLM;100.0;;J;2.0;2025-10-29 19:00:34+00:00;2025-10-29 21:40:09.412000+00:00;2025-10-29 19:00:14+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:45:09.706000+00:00;;
32S;32Q;DUB;MF9741;ARR,EXP;E;False;A;KL1142;1142;;;143526937019582404;True;KL1142;KL;KLM;100.0;;J;2.0;2025-10-29 18:46:06+00:00;2025-10-29 21:28:33.161000+00:00;2025-10-29 18:46:13+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:31:33.718000+00:00;;
737;73H;OTP;SK6621;ARR;S;False;A;KL1376;1376;;;143526937019588110;True;KL1376;KL;KLM;100.0;;J;3.0;2025-10-29 18:53:29+00:00;2025-10-29 21:29:07.170000+00:00;2025-10-29 18:53:29+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:33:07.738000+00:00;;
737;73H;ATH;MF9314;ARR;S;False;A;KL1956;1956;;;143526937019604390;True;KL1956;KL;KLM;100.0;;J;3.0;2025-10-29 18:52:06+00:00;2025-10-29 23:22:08.617000+00:00;2025-10-29 18:52:06+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 20:10:06.545000+00:00;;
EMJ;295;ZRH;;DEP;S;False;D;LX735;735;B23;B;143526935493626487;True;LX735;LX;SWR;50.0;HBAZL;J;1.0;;2025-10-29 18:58:59.130000+00:00;;2025-10-29 19:00:00+00:00;2025-10-29 18:49:10+00:00;;;;;;
737;73H;ATH;MF9314;ARR;S;False;A;MF9314;9314;;;143526937275284006;True;KL1956;MF;CXA;1551.0;;J;3.0;2025-10-29 18:52:06+00:00;2025-10-29 23:22:08.617000+00:00;2025-10-29 18:52:06+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 20:10:06.545000+00:00;;
32S;32Q;DUB;MF9741;ARR,EXP;E;False;A;MF9741;9741;;;143526937275295174;True;KL1142;MF;CXA;1551.0;;J;2.0;2025-10-29 18:46:06+00:00;2025-10-29 21:28:33.161000+00:00;2025-10-29 18:46:13+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:31:33.718000+00:00;;
777;77W;PVG;;DEP;N;False;D;MU0772;772;E19;E;143526937330608475;True;MU0772;MU;CES;1294.0;B7349;J;2.0;;2025-10-29 19:27:08.637000+00:00;;2025-10-29 19:00:00+00:00;2025-10-29 19:11:22+00:00;2025-10-29 18:20:00+00:00;2025-10-29 18:45:00+00:00;2025-10-29 17:30:00+00:00;;;
32S;320;VIE;;DEP;S;False;D;OS318;318;B27;B;143526935504353829;True;OS318;OS;AUA;21.0;OELBR;J;1.0;;2025-10-29 19:08:50.213000+00:00;;2025-10-29 19:00:00+00:00;2025-10-29 18:58:48+00:00;;;;;;
737;73H;OTP;SK6621;ARR;S;False;A;SK6621;6621;;;143526938125857464;True;KL1376;SK;SAS;150.0;;J;3.0;2025-10-29 18:53:29+00:00;2025-10-29 21:29:07.170000+00:00;2025-10-29 18:53:29+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:33:07.738000+00:00;;
32S;32X;IST;;DEP;N;False;D;TK6412;6412;;;143526938264539831;True;TK6412;TK;THY;166.0;TCGCC;F;;;2025-10-29 21:01:52.730000+00:00;;2025-10-29 19:00:00+00:00;2025-10-29 20:43:34+00:00;;;;;;
737;73H;BHX;VS6938;ARR;N;False;A;VS6938;6938;;;143526938571916084;True;KL1048;VS;VIR;181.0;;J;2.0;2025-10-29 18:51:40+00:00;2025-10-29 21:31:29.128000+00:00;2025-10-29 18:51:10+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:31:29.730000+00:00;;
737;73H;NCL;VS7095,6E3364;ARR,EXP;N;False;A;VS7095;7095;;;143526938571993186;True;KL0960;VS;VIR;181.0;;J;2.0;2025-10-29 18:47:37+00:00;2025-10-29 21:29:34.180000+00:00;2025-10-29 18:47:49+00:00;2025-10-29 19:00:00+00:00;;;;;2025-10-29 19:29:34.718000+00:00;;
74F;74Y;CKG;;DEP,DEL;N;False;D;Y87434;7434;;;143526939048040587;True;Y87434;Y8;YZR;5024.0;B1340;F;;;2025-10-29 20:35:32.793000+00:00;;2025-10-29 19:00:00+00:00;2025-10-29 20:23:13+00:00;;;;;;2025-10-29 20:00:00+00:00
EMJ;E7W;MME;AF3130,VS7086;ARR,EXP;N;False;A;AF3130;3130;;;143526935610415866;True;KL0966;AF;AFR;80.0;;J;2.0;2025-10-29 18:53:15+00:00;2025-10-29 20:34:25.409000+00:00;2025-10-29 18:53:04+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:05:02.782000+00:00;;
EMJ;E7W;MPL;AF3226;ARR;S;False;A;AF3226;3226;;;143526935610418542;True;KL1460;AF;AFR;80.0;;J;2.0;2025-10-29 19:02:31+00:00;2025-10-29 21:41:28.171000+00:00;2025-10-29 19:02:31+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 19:46:28.704000+00:00;;
220;221;LIN;;DEP;S;False;D;AZ113;113;C7;C;143526935452580977;True;AZ113;AZ;ITY;12.0;EIHLB;J;1.0;;2025-10-29 19:10:30.872000+00:00;;2025-10-29 19:05:00+00:00;2025-10-29 18:58:16+00:00;;;;;;
737;73H;PRG;CI9596;ARR;S;False;A;CI9596;9596;;;143526935899655904;True;KL1358;CI;CAL;44.0;;J;2.0;2025-10-29 19:00:37+00:00;2025-10-29 20:28:04.092000+00:00;2025-10-29 19:00:37+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:04:57.177000+00:00;;
737;73H;CPH;;ARR,EXP;S;False;A;D83540;3540;;;143526936135191972;True;D83540;D8;NSZ;5081.0;;J;3.0;2025-10-29 19:33:58+00:00;2025-10-29 22:19:26.158000+00:00;2025-10-29 19:33:10+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:24:26.704000+00:00;;
EMJ;E7W;MME;AF3130,VS7086;ARR,EXP;N;False;A;KL0966;966;;;143526937019503158;True;KL0966;KL;KLM;100.0;;J;2.0;2025-10-29 18:53:15+00:00;2025-10-29 20:34:25.409000+00:00;2025-10-29 18:53:04+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:05:02.782000+00:00;;
EMJ;E90;LCY;VS7026;ARR,EXP;N;False;A;KL0992;992;;;143526937019503372;True;KL0992;KL;KLM;100.0;;J;2.0;2025-10-29 18:49:12+00:00;2025-10-29 20:28:04.374000+00:00;2025-10-29 18:49:21+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:02:48.881000+00:00;;
EMJ;295;GDN;;ARR;S;False;A;KL1308;1308;;;143526937019587596;True;KL1308;KL;KLM;100.0;;J;2.0;2025-10-29 19:04:01+00:00;2025-10-29 20:47:37.179000+00:00;2025-10-29 19:04:01+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:21:53.567000+00:00;;
737;73H;PRG;CI9596;ARR;S;False;A;KL1358;1358;;;143526937019587966;True;KL1358;KL;KLM;100.0;;J;2.0;2025-10-29 19:00:37+00:00;2025-10-29 20:28:04.092000+00:00;2025-10-29 19:00:37+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:04:57.177000+00:00;;
EMJ;E7W;MPL;AF3226;ARR;S;False;A;KL1460;1460;;;143526937019590762;True;KL1460;KL;KLM;100.0;;J;2.0;2025-10-29 19:02:31+00:00;2025-10-29 21:41:28.171000+00:00;2025-10-29 19:02:31+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 19:46:28.704000+00:00;;
EMJ;E90;LCY;VS7026;ARR,EXP;N;False;A;VS7026;7026;;;143526938571992670;True;KL0992;VS;VIR;181.0;;J;2.0;2025-10-29 18:49:12+00:00;2025-10-29 20:28:04.374000+00:00;2025-10-29 18:49:21+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:02:48.881000+00:00;;
EMJ;E7W;MME;AF3130,VS7086;ARR,EXP;N;False;A;VS7086;7086;;;143526938571993114;True;KL0966;VS;VIR;181.0;;J;2.0;2025-10-29 18:53:15+00:00;2025-10-29 20:34:25.409000+00:00;2025-10-29 18:53:04+00:00;2025-10-29 19:05:00+00:00;;;;;2025-10-29 20:05:02.782000+00:00;;
EMJ;295;LHR;CI8594,MF9643,VS7053;ARR,EXP;N;False;A;CI8594;8594;;;143526935899554594;True;KL1014;CI;CAL;44.0;;J;2.0;2025-10-29 18:57:56+00:00;2025-10-29 20:28:43.156000+00:00;2025-10-29 18:58:03+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:54:12.176000+00:00;;
32S;320;MXP;;ARR,EXP;S;False;A;EJU3855;3855;;;143526962572115336;True;EJU3855;EC;EJU;5151.0;;J;3.0;2025-10-29 19:09:31+00:00;2025-10-29 21:42:59.177000+00:00;2025-10-29 19:09:31+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:42:59.699000+00:00;;
32S;319;LGW;;ARR,EXP;N;False;A;EZY8675;8675;;;143526964806616450;True;EZY8675;U2;EZY;64.0;;J;4.0;2025-10-29 19:31:54+00:00;2025-10-29 22:14:38.160000+00:00;2025-10-29 19:31:40+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 20:02:38.699000+00:00;;
32S;320;BEG;;ARR;N;False;A;JU262;262;;;143526935485812450;True;JU262;JU;ASL;98.0;;J;3.0;2025-10-29 19:16:47+00:00;2025-10-29 20:55:28.422000+00:00;2025-10-29 19:16:47+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 20:23:22.953000+00:00;;
EMJ;295;LHR;CI8594,MF9643,VS7053;ARR,EXP;N;False;A;KL1014;1014;;;143526937019579448;True;KL1014;KL;KLM;100.0;;J;2.0;2025-10-29 18:57:56+00:00;2025-10-29 20:28:43.156000+00:00;2025-10-29 18:58:03+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:54:12.176000+00:00;;
737;73J;TLV;;ARR,EXP;N;False;A;LY339;339;;;143526935493716848;True;LY339;LY;ELY;66.0;;J;4.0;2025-10-29 18:59:17+00:00;2025-10-29 20:33:40.397000+00:00;2025-10-29 18:59:17+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:54:00.448000+00:00;;
EMJ;295;LHR;CI8594,MF9643,VS7053;ARR,EXP;N;False;A;MF9643;9643;;;143526937275292440;True;KL1014;MF;CXA;1551.0;;J;2.0;2025-10-29 18:57:56+00:00;2025-10-29 20:28:43.156000+00:00;2025-10-29 18:58:03+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:54:12.176000+00:00;;
737;7M8;AYT;;ARR,EXP;N;False;A;OR3412;3412;;;143526937597034596;True;OR3412;OR;TFL;231.0;;J;3.0;2025-10-29 21:41:09+00:00;2025-10-29 23:23:33.281000+00:00;2025-10-29 21:41:02+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 22:47:56.743000+00:00;;
EMJ;295;LHR;CI8594,MF9643,VS7053;ARR,EXP;N;False;A;VS7053;7053;;;143526938571992886;True;KL1014;VS;VIR;181.0;;J;2.0;2025-10-29 18:57:56+00:00;2025-10-29 20:28:43.156000+00:00;2025-10-29 18:58:03+00:00;2025-10-29 19:20:00+00:00;;;;;2025-10-29 19:54:12.176000+00:00;;
787;789;KUL,CGK;AF8399,GA9089,MH5631;DEP;N;False;D;AF8399;8399;E17;E;143526935610928335;True;KL0809;AF;AFR;80.0;PHBHI;J;2.0;;2025-10-29 19:47:53.199000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:34:50+00:00;2025-10-29 18:40:00+00:00;2025-10-29 19:10:00+00:00;2025-10-29 17:55:00+00:00;;;
32S;319;LHR;;ARR;N;False;A;BA446;446;;;143526935453805090;True;BA446;BA;BAW;31.0;;J;1.0;2025-10-29 19:17:16+00:00;2025-10-29 20:48:50.128000+00:00;2025-10-29 19:17:34+00:00;2025-10-29 19:25:00+00:00;;;;;2025-10-29 19:45:47+00:00;;
787;789;KUL,CGK;AF8399,GA9089,MH5631;DEP;N;False;D;GA9089;9089;E17;E;143526936424407227;True;KL0809;GA;GIA;85.0;PHBHI;J;2.0;;2025-10-29 19:47:53.199000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:34:50+00:00;2025-10-29 18:40:00+00:00;2025-10-29 19:10:00+00:00;2025-10-29 17:55:00+00:00;;;
74F;74N;ICN;;DEP;N;False;D;KE510;510;;;143526935487947717;True;KE510;KE;KAL;105.0;HL7639;F;;;2025-10-29 20:02:46.100000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
787;789;KUL,CGK;AF8399,GA9089,MH5631;DEP;N;False;D;KL0809;809;E17;E;143526937019499983;True;KL0809;KL;KLM;100.0;PHBHI;J;2.0;;2025-10-29 19:47:53.199000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:34:50+00:00;2025-10-29 18:40:00+00:00;2025-10-29 19:10:00+00:00;2025-10-29 17:55:00+00:00;;;
787;789;KUL,CGK;AF8399,GA9089,MH5631;DEP;N;False;D;MH5631;5631;E17;E;143526937282383783;True;KL0809;MH;MAS;5065.0;PHBHI;J;2.0;;2025-10-29 19:47:53.199000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:34:50+00:00;2025-10-29 18:40:00+00:00;2025-10-29 19:10:00+00:00;2025-10-29 17:55:00+00:00;;;
32S;32N;CPH;;DEP;S;False;D;SK554;554;C8;C;143526935518542433;True;SK554;SK;SAS;150.0;EISIZ;J;1.0;;2025-10-29 19:31:53.672000+00:00;;2025-10-29 19:25:00+00:00;2025-10-29 19:22:11+00:00;;;;;;
EMJ;E90;FRA;AM6244,SK6661,6E3328;ARR;S;False;A;6E3328;3328;;;143526940044686210;True;KL1824;6E;IGO;5300.0;;J;2.0;2025-10-29 19:25:14+00:00;2025-10-29 21:01:02.428000+00:00;2025-10-29 19:25:14+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 20:24:47.880000+00:00;;
EMJ;E90;FRA;AM6244,SK6661,6E3328;ARR;S;False;A;AM6244;6244;;;143526935636960858;True;KL1824;AM;AMX;794.0;;J;2.0;2025-10-29 19:25:14+00:00;2025-10-29 21:01:02.428000+00:00;2025-10-29 19:25:14+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 20:24:47.880000+00:00;;
EMJ;E7W;BHD;DL9159,VS6926;DEP;N;False;D;DL9159;9159;D29;D;143526936049577543;True;KL0951;DL;DAL;58.0;PHEXK;J;2.0;;2025-10-29 19:41:53.265000+00:00;;2025-10-29 19:30:00+00:00;2025-10-29 19:33:19+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:15:00+00:00;2025-10-29 19:00:00+00:00;;;
32S;319;LTN;;ARR,EXP;N;False;A;EZY2521;2521;;;143526964806005498;True;EZY2521;U2;EZY;64.0;;J;3.0;2025-10-29 19:14:57+00:00;2025-10-29 21:56:33.156000+00:00;2025-10-29 19:15:38+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 19:56:33.698000+00:00;;
EMJ;E7W;BHD;DL9159,VS6926;DEP;N;False;D;KL0951;951;D29;D;143526937019503075;True;KL0951;KL;KLM;100.0;PHEXK;J;2.0;;2025-10-29 19:41:53.265000+00:00;;2025-10-29 19:30:00+00:00;2025-10-29 19:33:19+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:15:00+00:00;2025-10-29 19:00:00+00:00;;;
EMJ;E90;FRA;AM6244,SK6661,6E3328;ARR;S;False;A;KL1824;1824;;;143526937019601426;True;KL1824;KL;KLM;100.0;;J;2.0;2025-10-29 19:25:14+00:00;2025-10-29 21:01:02.428000+00:00;2025-10-29 19:25:14+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 20:24:47.880000+00:00;;
737;7M8;LPA;;ARR,EXP;S;False;A;OR1636;1636;;;143526937596837616;True;OR1636;OR;TFL;231.0;;J;3.0;2025-10-29 20:44:33+00:00;2025-10-29 23:22:04.659000+00:00;2025-10-29 20:44:28+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 22:02:58.683000+00:00;;
EMJ;E90;FRA;AM6244,SK6661,6E3328;ARR;S;False;A;SK6661;6661;;;143526938125857760;True;KL1824;SK;SAS;150.0;;J;2.0;2025-10-29 19:25:14+00:00;2025-10-29 21:01:02.428000+00:00;2025-10-29 19:25:14+00:00;2025-10-29 19:30:00+00:00;;;;;2025-10-29 20:24:47.880000+00:00;;
EMJ;E7W;BHD;DL9159,VS6926;DEP;N;False;D;VS6926;6926;D29;D;143526938571916007;True;KL0951;VS;VIR;181.0;PHEXK;J;2.0;;2025-10-29 19:41:53.265000+00:00;;2025-10-29 19:30:00+00:00;2025-10-29 19:33:19+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:15:00+00:00;2025-10-29 19:00:00+00:00;;;
220;223;CDG;AM6025,G35046,KL2023,MK9397,MU1772;DEP;S;False;D;AF1441;1441;C9;C;143526935610221545;True;AF1441;AF;AFR;80.0;FHPNL;J;1.0;;2025-10-29 19:50:40.866000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
EMJ;E90;TLS;DL8559,KL3616;DEP;S;False;D;AF1701;1701;B1;B;143526935610229463;True;AF1701;AF;AFR;80.0;FHBLE;J;1.0;;2025-10-29 19:59:24.903000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:40:16+00:00;2025-10-29 18:55:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:50:00+00:00;;;
EMJ;E90;VLC;AF3230,DL9412,G35561,KQ1501,MU1851,SK6806;DEP;S;False;D;AF3230;3230;B24;B;143526935610418605;True;KL1535;AF;AFR;80.0;PHEZM;J;1.0;;2025-10-29 19:52:08.948000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:39:53+00:00;2025-10-29 19:10:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 19:05:00+00:00;;;
787;788;DEL;;DEP,DEL;N;False;D;AI156;156;G7;G;143526935450859077;True;AI156;AI;AIC;712.0;VTANK;J;3.0;;2025-10-29 21:09:59.582000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 20:54:03+00:00;;;;;;2025-10-29 20:20:00+00:00
220;223;CDG;AM6025,G35046,KL2023,MK9397,MU1772;DEP;S;False;D;AM6025;6025;C9;C;143526935636955237;True;AF1441;AM;AMX;794.0;FHPNL;J;1.0;;2025-10-29 19:50:40.866000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
737;73H;VCE;AM6265,MF9795,MU1617;DEP;S;False;D;AM6265;6265;D81;D;143526935636961009;True;KL1637;AM;AMX;794.0;PHBXU;J;1.0;;2025-10-29 19:46:20.923000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:37:31+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
32S;32Q;LHR;CI9363,KQ1033,MF9646,MU1643,VS7066;DEP;N;False;D;CI9363;9363;D28;D;143526935899650201;True;KL1017;CI;CAL;44.0;PHAXK;J;2.0;;2025-10-29 19:45:39.638000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:36:01+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
350;359;PKX;;DEP;N;False;D;CZ0346;346;E22;E;143526935962459779;True;CZ0346;CZ;CSN;43.0;B32CR;J;2.0;;2025-10-29 20:04:52.415000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:46:53+00:00;;;;;;
EMJ;E90;TLS;DL8559,KL3616;DEP;S;False;D;DL8559;8559;B1;B;143526936049487189;True;AF1701;DL;DAL;58.0;FHBLE;J;1.0;;2025-10-29 19:59:24.903000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:40:16+00:00;2025-10-29 18:55:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:50:00+00:00;;;
EMJ;E90;VLC;AF3230,DL9412,G35561,KQ1501,MU1851,SK6806;DEP;S;False;D;DL9412;9412;B24;B;143526936049585447;True;KL1535;DL;DAL;58.0;PHEZM;J;1.0;;2025-10-29 19:52:08.948000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:39:53+00:00;2025-10-29 19:10:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 19:05:00+00:00;;;
32S;32N;DUB;;DEP;E;False;D;EI611;611;D22;D;143526935465865749;True;EI611;EI;EIN;108.0;EINSE;J;3.0;;2025-10-29 19:47:03.424000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:35:29+00:00;;;;;;
32S;320;LIN;;ARR,EXP;S;False;A;EJU1953;1953;;;143526962571915458;True;EJU1953;EC;EJU;5151.0;;J;4.0;2025-10-29 19:13:41+00:00;2025-10-29 21:54:51.163000+00:00;2025-10-29 19:13:47+00:00;2025-10-29 19:35:00+00:00;;;;;2025-10-29 19:42:51.710000+00:00;;
220;223;CDG;AM6025,G35046,KL2023,MK9397,MU1772;DEP;S;False;D;G35046;5046;C9;C;143526936532703039;True;AF1441;G3;GLO;4918.0;FHPNL;J;1.0;;2025-10-29 19:50:40.866000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
EMJ;E90;VLC;AF3230,DL9412,G35561,KQ1501,MU1851,SK6806;DEP;S;False;D;G35561;5561;B24;B;143526936532716867;True;KL1535;G3;GLO;4918.0;PHEZM;J;1.0;;2025-10-29 19:52:08.948000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:39:53+00:00;2025-10-29 19:10:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 19:05:00+00:00;;;
32S;32Q;LHR;CI9363,KQ1033,MF9646,MU1643,VS7066;DEP;N;False;D;KL1017;1017;D28;D;143526937019579455;True;KL1017;KL;KLM;100.0;PHAXK;J;2.0;;2025-10-29 19:45:39.638000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:36:01+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
EMJ;E90;VLC;AF3230,DL9412,G35561,KQ1501,MU1851,SK6806;DEP;S;False;D;KL1535;1535;B24;B;143526937019593289;True;KL1535;KL;KLM;100.0;PHEZM;J;1.0;;2025-10-29 19:52:08.948000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:39:53+00:00;2025-10-29 19:10:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 19:05:00+00:00;;;
737;73H;VCE;AM6265,MF9795,MU1617;DEP;S;False;D;KL1637;1637;D81;D;143526937019596031;True;KL1637;KL;KLM;100.0;PHBXU;J;1.0;;2025-10-29 19:46:20.923000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:37:31+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
220;223;CDG;AM6025,G35046,KL2023,MK9397,MU1772;DEP;S;False;D;KL2023;2023;C9;C;143526937019680827;True;AF1441;KL;KLM;100.0;FHPNL;J;1.0;;2025-10-29 19:50:40.866000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
EMJ;E90;TLS;DL8559,KL3616;DEP;S;False;D;KL3616;3616;B1;B;143526937019798493;True;AF1701;KL;KLM;100.0;FHBLE;J;1.0;;2025-10-29 19:59:24.903000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:40:16+00:00;2025-10-29 18:55:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:50:00+00:00;;;
32S;32Q;LHR;CI9363,KQ1033,MF9646,MU1643,VS7066;DEP;N;False;D;KQ1033;1033;D28;D;143526937038321205;True;KL1017;KQ;KQA;208.0;PHAXK;J;2.0;;2025-10-29 19:45:39.638000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:36:01+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
EMJ;E90;VLC;AF3230,DL9412,G35561,KQ1501,MU1851,SK6806;DEP;S;False;D;KQ1501;1501;B24;B;143526937038334669;True;KL1535;KQ;KQA;208.0;PHEZM;J;1.0;;2025-10-29 19:52:08.948000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:39:53+00:00;2025-10-29 19:10:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 19:05:00+00:00;;;
32S;32Q;LHR;CI9363,KQ1033,MF9646,MU1643,VS7066;DEP;N;False;D;MF9646;9646;D28;D;143526937275292447;True;KL1017;MF;CXA;1551.0;PHAXK;J;2.0;;2025-10-29 19:45:39.638000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:36:01+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
737;73H;VCE;AM6265,MF9795,MU1617;DEP;S;False;D;MF9795;9795;D81;D;143526937275295553;True;KL1637;MF;CXA;1551.0;PHBXU;J;1.0;;2025-10-29 19:46:20.923000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:37:31+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
220;223;CDG;AM6025,G35046,KL2023,MK9397,MU1772;DEP;S;False;D;MK9397;9397;C9;C;143526937294026215;True;AF1441;MK;MAU;2867.0;FHPNL;J;1.0;;2025-10-29 19:50:40.866000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:38:10+00:00;;;;;;
737;73H;VCE;AM6265,MF9795,MU1617;DEP;S;False;D;MU1617;1617;D81;D;143526937330706609;True;KL1637;MU;CES;1294.0;PHBXU;J;1.0;;2025-10-29 19:46:20.923000+00:00;;2025-10-29 19:35:00+00:00;2025-10-29 19:37:31+00:00;2025-10-29 19:05:00+00:00;2025-10-29 19:20:00+00:00;2025-10-29 18:35:00+00:00;;;
