aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
777;77W;JNB;AF8283,DL9600,SK6850;DEP,DEL;N;False;D;KL0591;591;E22;E;143526937019492419;True;KL0591;KL;KLM;100.0;PHBVR;J;2.0;;2025-10-29 09:46:55.552000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:32:11+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;2025-10-29 09:25:00+00:00
777;77W;JNB;AF8282,DL9558,SK6855;ARR,EXP;N;False;A;KL0592;592;;;143526937019492420;True;KL0592;KL;KLM;100.0;;J;3.0;2025-10-29 08:58:12+00:00;2025-10-29 11:01:34.103000+00:00;2025-10-29 08:57:21+00:00;2025-10-29 09:10:00+00:00;;;;;2025-10-29 10:13:33.949000+00:00;;
777;772;UIO,GYE;AF3208;DEP;N;False;D;KL0755;755;E2;E;143526937019497607;True;KL0755;KL;KLM;100.0;PHBQE;J;2.0;;2025-10-29 09:38:03.095000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:18:40+00:00;2025-10-29 08:25:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 07:40:00+00:00;;;
EMJ;E90;NCL;DL9163,MU1933,VS7101,6E3275;DEP;N;False;D;KL0955;955;D6;D;143526937019503083;True;KL0955;KL;KLM;100.0;PHEZM;J;2.0;;2025-10-29 09:42:35.563000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:33:16+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
737;73H;BLL;AF8326,DL9199,KQ1343,SK6617;DEP;S;False;D;KL1293;1293;C5;C;143526937019585515;True;KL1293;KL;KLM;100.0;PHHSD;J;1.0;;2025-10-29 09:25:32.879000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:15:14+00:00;2025-10-29 08:40:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:10:00+00:00;;;
EMJ;E7W;DUS;DL9431,KQ1855,MF9387,MU1581;DEP;S;False;D;KL1799;1799;B32;B;143526937019599217;True;KL1799;KL;KLM;100.0;PHEXG;J;1.0;;2025-10-29 09:24:25.272000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:11:10+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
EMJ;E7W;STR;DL9407,KQ1869,SK6692;DEP;S;False;D;KL1829;1829;B8;B;143526937019601437;True;KL1829;KL;KLM;100.0;PHEXI;J;1.0;;2025-10-29 09:26:22.862000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:12:29+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
330;333;DTW;AF3563,KL6054,VS4057;DEP;N;False;D;KL6054;6054;D49;D;143526937020086275;True;DL0133;KL;KLM;100.0;N826NW;J;2.0;;2025-10-29 09:34:20.924000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:17:55+00:00;;2025-10-29 08:50:00+00:00;2025-10-29 07:40:00+00:00;;;
737;73H;BLL;AF8326,DL9199,KQ1343,SK6617;DEP;S;False;D;KQ1343;1343;C5;C;143526937038329493;True;KL1293;KQ;KQA;208.0;PHHSD;J;1.0;;2025-10-29 09:25:32.879000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:15:14+00:00;2025-10-29 08:40:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:10:00+00:00;;;
EMJ;E7W;DUS;DL9431,KQ1855,MF9387,MU1581;DEP;S;False;D;KQ1855;1855;B32;B;143526937038343261;True;KL1799;KQ;KQA;208.0;PHEXG;J;1.0;;2025-10-29 09:24:25.272000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:11:10+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
EMJ;E7W;STR;DL9407,KQ1869,SK6692;DEP;S;False;D;KQ1869;1869;B8;B;143526937038343343;True;KL1829;KQ;KQA;208.0;PHEXI;J;1.0;;2025-10-29 09:26:22.862000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:12:29+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
EMJ;E7W;DUS;DL9431,KQ1855,MF9387,MU1581;DEP;S;False;D;MF9387;9387;B32;B;143526937275284531;True;KL1799;MF;CXA;1551.0;PHEXG;J;1.0;;2025-10-29 09:24:25.272000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:11:10+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
EMJ;E7W;DUS;DL9431,KQ1855,MF9387,MU1581;DEP;S;False;D;MU1581;1581;B32;B;143526937330704377;True;KL1799;MU;CES;1294.0;PHEXG;J;1.0;;2025-10-29 09:24:25.272000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:11:10+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
EMJ;E90;NCL;DL9163,MU1933,VS7101,6E3275;DEP;N;False;D;MU1933;1933;D6;D;143526937330714963;True;KL0955;MU;CES;1294.0;PHEZM;J;2.0;;2025-10-29 09:42:35.563000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:33:16+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
737;73H;BLL;AF8326,DL9199,KQ1343,SK6617;DEP;S;False;D;SK6617;6617;C5;C;143526938125857403;True;KL1293;SK;SAS;150.0;PHHSD;J;1.0;;2025-10-29 09:25:32.879000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:15:14+00:00;2025-10-29 08:40:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:10:00+00:00;;;
EMJ;E7W;STR;DL9407,KQ1869,SK6692;DEP;S;False;D;SK6692;6692;B8;B;143526938125857985;True;KL1829;SK;SAS;150.0;PHEXI;J;1.0;;2025-10-29 09:26:22.862000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:12:29+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
777;77W;JNB;AF8283,DL9600,SK6850;DEP,DEL;N;False;D;SK6850;6850;E22;E;143526938125863161;True;KL0591;SK;SAS;150.0;PHBVR;J;2.0;;2025-10-29 09:46:55.552000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:32:11+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;2025-10-29 09:25:00+00:00
777;77W;JNB;AF8282,DL9558,SK6855;ARR,EXP;N;False;A;SK6855;6855;;;143526938125863170;True;KL0592;SK;SAS;150.0;;J;3.0;2025-10-29 08:58:12+00:00;2025-10-29 11:01:34.103000+00:00;2025-10-29 08:57:21+00:00;2025-10-29 09:10:00+00:00;;;;;2025-10-29 10:13:33.949000+00:00;;
330;333;DTW;AF3563,KL6054,VS4057;DEP;N;False;D;VS4057;4057;D49;D;143526938571688977;True;DL0133;VS;VIR;181.0;N826NW;J;2.0;;2025-10-29 09:34:20.924000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:17:55+00:00;;2025-10-29 08:50:00+00:00;2025-10-29 07:40:00+00:00;;;
EMJ;E90;NCL;DL9163,MU1933,VS7101,6E3275;DEP;N;False;D;VS7101;7101;D6;D;143526938571995251;True;KL0955;VS;VIR;181.0;PHEZM;J;2.0;;2025-10-29 09:42:35.563000+00:00;;2025-10-29 09:10:00+00:00;2025-10-29 09:33:16+00:00;2025-10-29 08:45:00+00:00;2025-10-29 08:55:00+00:00;2025-10-29 08:40:00+00:00;;;
330;333;YYZ;;ARR,EXP;N;False;A;AC808;808;;;143526935450270040;True;AC808;AC;ACA;54.0;;J;4.0;2025-10-29 08:37:30+00:00;2025-10-29 11:27:56.390000+00:00;2025-10-29 08:36:52+00:00;2025-10-29 09:15:00+00:00;;;;;2025-10-29 09:27:56.742000+00:00;;
330;339;SEA;AF8992,KL6033,VS3944;DEP;N;False;D;AF8992;8992;E9;E;143526935610944749;True;DL0143;AF;AFR;80.0;N428DX;J;2.0;;2025-10-29 09:44:07.727000+00:00;;2025-10-29 09:15:00+00:00;2025-10-29 09:27:35+00:00;;;;;;
737;7M9;AYT;;DEP;N;False;D;CD5135;5135;E4;E;143526935880497673;True;CD5135;CD;CND;4982.0;PHCDQ;C;3.0;;2025-10-29 09:39:47.360000+00:00;;2025-10-29 09:15:00+00:00;2025-10-29 09:26:10+00:00;;;;;;
330;339;SEA;AF8992,KL6033,VS3944;DEP;N;False;D;DL0143;143;E9;E;143526936048665703;True;DL0143;DL;DAL;58.0;N428DX;J;2.0;;2025-10-29 09:44:07.727000+00:00;;2025-10-29 09:15:00+00:00;2025-10-29 09:27:35+00:00;;;;;;
330;339;SEA;AF8992,KL6033,VS3944;DEP;N;False;D;KL6033;6033;E9;E;143526937020086125;True;DL0143;KL;KLM;100.0;N428DX;J;2.0;;2025-10-29 09:44:07.727000+00:00;;2025-10-29 09:15:00+00:00;2025-10-29 09:27:35+00:00;;;;;;
330;339;SEA;AF8992,KL6033,VS3944;DEP;N;False;D;VS3944;3944;E9;E;143526938571612233;True;DL0143;VS;VIR;181.0;N428DX;J;2.0;;2025-10-29 09:44:07.727000+00:00;;2025-10-29 09:15:00+00:00;2025-10-29 09:27:35+00:00;;;;;;
737;73W;TBS;KL3108,RM1652;DEP;N;False;D;A90652;652;D22;D;143526935722575451;True;A90652;A9;TGZ;16.0;4LGTI;J;3.0;;2025-10-29 09:28:07.389000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:14:51+00:00;;;;;;
330;339;MSP;AF8937,KL6065,VS3947;DEP;N;False;D;AF8937;8937;F3;F;143526935610944315;True;DL0161;AF;AFR;80.0;N437DX;J;2.0;;2025-10-29 09:36:22.472000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:31+00:00;;;;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;CI9591;9591;D25;D;143526935899655895;True;KL1005;CI;CAL;44.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
330;339;MSP;AF8937,KL6065,VS3947;DEP;N;False;D;DL0161;161;F3;F;143526936048665847;True;DL0161;DL;DAL;58.0;N437DX;J;2.0;;2025-10-29 09:36:22.472000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:31+00:00;;;;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;DL9346;9346;D25;D;143526936049582939;True;KL1005;DL;DAL;58.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
737;73H;LIN;DL9419;DEP;S;False;D;DL9419;9419;C6;C;143526936049585461;True;KL1597;DL;DAL;58.0;PHBCB;J;1.0;;2025-10-29 09:29:52.339000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:05+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
220;223;SOF;;DEP;S;False;D;FB462;462;B3;B;143526935468899825;True;FB462;FB;LZB;387.0;LZFRA;J;3.0;;2025-10-29 09:52:34.359000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:32:49+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:35:00+00:00;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;KL1005;1005;D25;D;143526937019579377;True;KL1005;KL;KLM;100.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
737;73H;LIN;DL9419;DEP;S;False;D;KL1597;1597;C6;C;143526937019593737;True;KL1597;KL;KLM;100.0;PHBCB;J;1.0;;2025-10-29 09:29:52.339000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:05+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
737;73W;TBS;KL3108,RM1652;DEP;N;False;D;KL3108;3108;D22;D;143526937019784733;True;A90652;KL;KLM;100.0;4LGTI;J;3.0;;2025-10-29 09:28:07.389000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:14:51+00:00;;;;;;
330;339;MSP;AF8937,KL6065,VS3947;DEP;N;False;D;KL6065;6065;F3;F;143526937020086351;True;DL0161;KL;KLM;100.0;N437DX;J;2.0;;2025-10-29 09:36:22.472000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:31+00:00;;;;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;KQ1009;1009;D25;D;143526937038320995;True;KL1005;KQ;KQA;208.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
737;73J;TLV;;ARR,EXP;N;False;A;LY337;337;;;143526935493716844;True;LY337;LY;ELY;66.0;;J;3.0;2025-10-29 09:02:35+00:00;2025-10-29 11:10:38.093000+00:00;2025-10-29 09:02:53+00:00;2025-10-29 09:20:00+00:00;;;;;2025-10-29 10:33:00.786000+00:00;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;MF9638;9638;D25;D;143526937275292377;True;KL1005;MF;CXA;1551.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
340;346;PBM;;DEP;N;False;D;PY993;993;G3;G;143526935508726997;True;PY993;PY;SLM;206.0;DAUSZ;J;3.0;;2025-10-29 09:56:37.941000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:39:27+00:00;;;;;;
737;73W;TBS;KL3108,RM1652;DEP;N;False;D;RM1652;1652;D22;D;143526937994159889;True;A90652;RM;NGT;5227.0;4LGTI;J;3.0;;2025-10-29 09:28:07.389000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:14:51+00:00;;;;;;
767;76W;IAH;;DEP;N;False;D;UA021;21;G1;G;143526935525012099;True;UA021;UA;UAL;40.0;N647UA;J;3.0;;2025-10-29 09:49:26.255000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:32:08+00:00;;;;;;
330;339;MSP;AF8937,KL6065,VS3947;DEP;N;False;D;VS3947;3947;F3;F;143526938571612239;True;DL0161;VS;VIR;181.0;N437DX;J;2.0;;2025-10-29 09:36:22.472000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:17:31+00:00;;;;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;VS7060;7060;D25;D;143526938571992955;True;KL1005;VS;VIR;181.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
32S;32Q;LHR;CI9591,DL9346,KQ1009,MF9638,VS7060,WS5203;DEP;N;False;D;WS5203;5203;D25;D;143526938710483295;True;KL1005;WS;WJA;4701.0;PHAXG;J;2.0;;2025-10-29 09:41:15.956000+00:00;;2025-10-29 09:20:00+00:00;2025-10-29 09:29:14+00:00;2025-10-29 08:50:00+00:00;2025-10-29 09:05:00+00:00;2025-10-29 08:20:00+00:00;;;
330;333;MCO;AF3582,KL6123,VS3950;ARR,EXP;N;False;A;AF3582;3582;;;143526935610427192;True;DL0090;AF;AFR;80.0;;J;2.0;2025-10-29 08:39:51+00:00;2025-10-29 11:21:10.111000+00:00;2025-10-29 08:38:51+00:00;2025-10-29 09:25:00+00:00;;;;;2025-10-29 09:14:10.735000+00:00;;
787;781;PDX;AF5197,DL9216,VS7152;DEP;N;False;D;AF5197;5197;E8;E;143526935610618937;True;KL0615;AF;AFR;80.0;PHBKK;J;2.0;;2025-10-29 09:46:09.320000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:34:05+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;
330;333;MCO;AF3582,KL6123,VS3950;ARR,EXP;N;False;A;DL0090;90;;;143526936048663328;True;DL0090;DL;DAL;58.0;;J;2.0;2025-10-29 08:39:51+00:00;2025-10-29 11:21:10.111000+00:00;2025-10-29 08:38:51+00:00;2025-10-29 09:25:00+00:00;;;;;2025-10-29 09:14:10.735000+00:00;;
787;781;PDX;AF5197,DL9216,VS7152;DEP;N;False;D;DL9216;9216;E8;E;143526936049579979;True;KL0615;DL;DAL;58.0;PHBKK;J;2.0;;2025-10-29 09:46:09.320000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:34:05+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;
32S;320;NAP;;DEP;S;False;D;EJU4232;4232;M2;M;143526962572200061;True;EJU4232;EC;EJU;5151.0;OEICF;J;3.0;;2025-10-29 09:35:35.921000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:22:45+00:00;;;;;;2025-10-29 09:25:00+00:00
32S;320;BCN;IB5215,QR4680;DEP;S;False;D;IB5215;5215;C12;C;143526936705131103;True;VY8301;IB;IBE;92.0;ECMER;J;1.0;;2025-10-29 09:38:48.617000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:24:36+00:00;;;;;;
787;781;PDX;AF5197,DL9216,VS7152;DEP;N;False;D;KL0615;615;E8;E;143526937019494573;True;KL0615;KL;KLM;100.0;PHBKK;J;2.0;;2025-10-29 09:46:09.320000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:34:05+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;
330;333;MCO;AF3582,KL6123,VS3950;ARR,EXP;N;False;A;KL6123;6123;;;143526937020088788;True;DL0090;KL;KLM;100.0;;J;2.0;2025-10-29 08:39:51+00:00;2025-10-29 11:21:10.111000+00:00;2025-10-29 08:38:51+00:00;2025-10-29 09:25:00+00:00;;;;;2025-10-29 09:14:10.735000+00:00;;
32S;320;BCN;IB5215,QR4680;DEP;S;False;D;QR4680;4680;C12;C;143526937874517721;True;VY8301;QR;QTR;356.0;ECMER;J;1.0;;2025-10-29 09:38:48.617000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:24:36+00:00;;;;;;
350;359;SIN;;DEP;N;False;D;SQ323;323;G7;G;143526935519144569;True;SQ323;SQ;SIA;152.0;9VSMU;J;3.0;;2025-10-29 09:48:27.068000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:31:17+00:00;;;;;;
330;333;MCO;AF3582,KL6123,VS3950;ARR,EXP;N;False;A;VS3950;3950;;;143526938571612298;True;DL0090;VS;VIR;181.0;;J;2.0;2025-10-29 08:39:51+00:00;2025-10-29 11:21:10.111000+00:00;2025-10-29 08:38:51+00:00;2025-10-29 09:25:00+00:00;;;;;2025-10-29 09:14:10.735000+00:00;;
787;781;PDX;AF5197,DL9216,VS7152;DEP;N;False;D;VS7152;7152;E8;E;143526938571995623;True;KL0615;VS;VIR;181.0;PHBKK;J;2.0;;2025-10-29 09:46:09.320000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:34:05+00:00;2025-10-29 08:40:00+00:00;2025-10-29 09:10:00+00:00;2025-10-29 07:55:00+00:00;;;
32S;320;BCN;IB5215,QR4680;DEP;S;False;D;VY8301;8301;C12;C;143526938594591965;True;VY8301;VY;VLG;263.0;ECMER;J;1.0;;2025-10-29 09:38:48.617000+00:00;;2025-10-29 09:25:00+00:00;2025-10-29 09:24:36+00:00;;;;;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;6E3308;3308;;;143526940044686062;True;KL1402;6E;IGO;5300.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
EMJ;295;LJU;AF3124,DL9218;DEP;S;False;D;AF3124;3124;B1;B;143526935610415801;True;KL1989;AF;AFR;80.0;PHNXW;J;1.0;;2025-10-29 09:45:18.459000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:33:38+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;AF8374;8374;;;143526935610928176;True;KL1402;AF;AFR;80.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
787;781;JFK;AF8451,DL9403,VS7127;ARR,EXP;N;False;A;AF8451;8451;;;143526935610930760;True;KL0644;AF;AFR;80.0;;J;2.0;2025-10-29 09:04:48+00:00;2025-10-29 10:48:36.305000+00:00;2025-10-29 09:04:48+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 10:08:23.167000+00:00;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;CI9492;9492;;;143526935899653158;True;KL1402;CI;CAL;44.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
EMJ;295;BLQ;DL9201,KQ1585,MF9345,MU1813;DEP;S;False;D;DL9201;9201;B36;B;143526936049579895;True;KL1663;DL;DAL;58.0;PHNXY;J;1.0;;2025-10-29 09:54:19.153000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:39:47+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
EMJ;295;LJU;AF3124,DL9218;DEP;S;False;D;DL9218;9218;B1;B;143526936049579983;True;KL1989;DL;DAL;58.0;PHNXW;J;1.0;;2025-10-29 09:45:18.459000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:33:38+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
787;781;JFK;AF8451,DL9403,VS7127;ARR,EXP;N;False;A;DL9403;9403;;;143526936049585374;True;KL0644;DL;DAL;58.0;;J;2.0;2025-10-29 09:04:48+00:00;2025-10-29 10:48:36.305000+00:00;2025-10-29 09:04:48+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 10:08:23.167000+00:00;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;DL9475;9475;;;143526936049585896;True;KL1402;DL;DAL;58.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
787;781;JFK;AF8451,DL9403,VS7127;ARR,EXP;N;False;A;KL0644;644;;;143526937019494792;True;KL0644;KL;KLM;100.0;;J;2.0;2025-10-29 09:04:48+00:00;2025-10-29 10:48:36.305000+00:00;2025-10-29 09:04:48+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 10:08:23.167000+00:00;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;KL1402;1402;;;143526937019590322;True;KL1402;KL;KLM;100.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
EMJ;295;BLQ;DL9201,KQ1585,MF9345,MU1813;DEP;S;False;D;KL1663;1663;B36;B;143526937019596245;True;KL1663;KL;KLM;100.0;PHNXY;J;1.0;;2025-10-29 09:54:19.153000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:39:47+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
EMJ;295;LJU;AF3124,DL9218;DEP;S;False;D;KL1989;1989;B1;B;143526937019604619;True;KL1989;KL;KLM;100.0;PHNXW;J;1.0;;2025-10-29 09:45:18.459000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:33:38+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
737;73H;CDG;AF8374,CI9492,DL9475,KQ1228,MK7592,MU1556,VN3152,6E3308;ARR,EXP;S;False;A;KQ1228;1228;;;143526937038326616;True;KL1402;KQ;KQA;208.0;;J;2.0;2025-10-29 09:14:02+00:00;2025-10-29 11:55:37.931000+00:00;2025-10-29 09:14:17+00:00;2025-10-29 09:30:00+00:00;;;;;2025-10-29 09:55:14.737000+00:00;;
EMJ;295;BLQ;DL9201,KQ1585,MF9345,MU1813;DEP;S;False;D;KQ1585;1585;B36;B;143526937038335269;True;KL1663;KQ;KQA;208.0;PHNXY;J;1.0;;2025-10-29 09:54:19.153000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:39:47+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
EMJ;E75;WAW;;DEP;S;False;D;LO266;266;B28;B;143526935492701267;True;LO266;LO;LOT;111.0;SPLIP;J;1.0;;2025-10-29 09:50:49.592000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:34:49+00:00;;;;;;2025-10-29 09:30:00+00:00
EMJ;295;BLQ;DL9201,KQ1585,MF9345,MU1813;DEP;S;False;D;MF9345;9345;B36;B;143526937275284231;True;KL1663;MF;CXA;1551.0;PHNXY;J;1.0;;2025-10-29 09:54:19.153000+00:00;;2025-10-29 09:30:00+00:00;2025-10-29 09:39:47+00:00;2025-10-29 09:05:00+00:00;2025-10-29 09:15:00+00:00;2025-10-29 09:00:00+00:00;;;
